日语一级至四级级词汇表																
汉字	假名(读音)	词性	词义
裸出	らしゅつ	名，サ変	裸露、露出
羅針盤	らしんばん	名	罗盘针、指南针
螺旋	らせん	名	螺旋状、螺旋；螺钉
裸体	らたい	名	裸体
埒	らち	名	限度、界限
拉致	らち	名，サ変	强行拉走、绑架
落下	らっか	名，サ変	坠落、下降
落下傘	らっかさん	名	降落伞
落花生	らっかせい	名	花生
楽観	らっかん	名，サ変	乐观
喇叭	らっぱ	名	喇叭、军号；吹牛、说大话
辣腕	らつわん	名	有本事、精明强干、能干
羅列	られつ	名，サ変	罗列、堆砌
欄	らん	名	专栏
乱獲	らんかく	名，サ変	滥捕、乱打
蘭学	らんがく	名	兰学、经荷兰传入日本的西洋科学
欄干	らんかん	名	栏杆、扶手
乱雑	らんざつ	名，形動	杂乱无章
乱世	らんせい	名	乱世
濫読	らんどく	名，サ変	滥读、泛读
乱暴	らんぼう	名，サ変，形動	使用暴力；粗野、粗鲁
爛漫	らんまん	形動	花开烂漫之状；天真烂漫
乱用	らんよう	名，サ変	滥用、乱用
爛々	らんらん	形動	炯炯
乱立	らんりつ	名，サ変	乱选、胡乱推荐
利益	りえき	名	赚头、利润；益处、利益
離縁	りえん	名，サ変	离婚、脱离关系
理科	りか	名	理科
理解	りかい	名，サ変	了解、理解；体谅、谅解
利害	りがい	名	利害、得失
理学	りがく	名	自然科学、理学；哲学的旧称
力作	りきさく	名	力作、精心杰作
力士	りきし	名	大力士；摔跤手、相扑家
力説	りきせつ	名，サ変	极力主张、强调
力点	りきてん	名	力点；着重点、重点
力闘	りきとう	名，サ変	竭力奋战、力战
力む	りきむ	自五	使劲、用力；虚张声势、逞强
力量	りきりょう	名	能力、本领
陸	りく	名	陆地
陸上	りくじょう	名	陆上；陆地上；田径
理屈	りくつ	名	理论、道理；（捏造的）理由、歪理
利権	りけん	名	利权、特权、专利权
俚諺	りげん	名	俚语、俗语
利己	りこ	名	自私、利己
利口	りこう	名，形動	聪明；能说会道；周到、圆满
履行	りこう	名，サ変	履行、实践
離合	りごう	名，サ変	离合
離婚	りこん	名，サ変	离婚
罹災	りさい	名，サ変	遭受灾害
離散	りさん	名，サ変	离散、逃散
利子	りし	名	利息、利钱
理事	りじ	名	理事
履修	りしゅう	名，サ変	学完、完成学业
利潤	りじゅん	名	红利、利润
栗鼠	りす	名	松鼠
利する	りする	サ変	有利、有益；利用
理性	りせい	名	理性
理想	りそう	名	理想
利息	りそく	名	利息
理智	りち	名	理智
律儀	りちぎ	名，形動	诚实、忠实、正直、耿直
離着陸	りちゃくりく	名，サ変	起飞和降落
立案	りつあん	名，サ変	筹划、设计；起草、草拟
立脚	りっきゃく	名，サ変	立足、根据
立憲	りっけん	名	立宪
立候補	りっこうほ	名，サ変	提名候选、当候选人
立秋	りっしゅう	名	立秋
立春	りっしゅん	名	立春
立証	りっしょう	名，サ変	证实、证明
立食	りっしょく	名，サ変	站着吃
立身	りっしん	名，サ変	处罚、名迹
立体	りったい	名	立体
律動	りつどう	名，サ変	节奏、节律、律动
立派	りっぱ	形動	优秀、出色；崇高、（仪表）堂堂；正派、充足；漂亮、美观；伟大、了不起
立腹	りっぷく	名，サ変	动怒、发火
立法	りっぽう	名	立法
律令	りつりょう	名	法规、法律
利点	りてん	名	长处、优点
離乳	りにゅう	名，サ変	断奶
利尿	りにょう	名	利尿
離任	りにん	名，サ変	离职、离任
理念	りねん	名	观念、根本想法、最高境界
理髪	りはつ	名，サ変	理发
離反	りはん	名，サ変	反叛、叛离
罹病	りびょう	名，サ変	患病、得病
理不尽	りふじん	名，形動	无理、不讲道理
離別	りべつ	名，サ変	别离；离婚
裏面	りめん	名	里面、背面；内幕
略	りゃく	名	省略；大致上
略語	りゃくご	名	略与、略写
略字	りゃくじ	名	简化字
略す	りゃくす	他五	省略、缩减
理由	りゆう	名	根据、理由
留意	りゅうい	名，サ変	留心
流域	りゅういき	名	流域
硫化	りゅうか	名，サ変	硫化
留学	りゅうがく	名，サ変	留学
流感	りゅうかん	名	流行性感冒、流感
隆起	りゅうき	名，サ変	隆起、凸起
流儀	りゅうぎ	名	作法、作风；流派
竜宮	りゅうぐう	名	龙宫
流血	りゅうけつ	名	流血
流言	りゅうげん	名	流言、谣言、传言
流行	りゅうこう	名，サ変	流行、时尚、时髦；疾病流行
硫酸	りゅうさん	名	硫酸
粒子	りゅうし	名	粒子、微粒、颗粒
流失	りゅうしつ	名，サ変	流失、冲走
流出	りゅうしゅつ	名，サ変	流出；外流
流星	りゅうせい	名	流行
隆盛	りゅうせい	名，形動	隆盛、兴盛
留置	りゅうち	名，サ変	拘留、拘押
流暢	りゅうちょう	名，形動	水流顺畅；流利、流畅
流通	りゅうつう	名，サ変	换气、循环；通用、流通
流動	りゅうどう	名，サ変	流动
流入	りゅうにゅう	名，サ変	流进
留任	りゅうにん	名，サ変	留任、留职
留年	りゅうねん	名，サ変	留级
流派	りゅうは	名	流派
流氷	りゅうひょう	名	流冰、浮冰
流量	りゅうりょう	名	流量
寮	りょう	名	宿舍
両	りょう	名	两、双
良	りょう	名	良好、优良
利用	りよう	名，サ変	利用
両足	りょうあし	名	两脚
領域	りょういき	名	领域；范围
凌駕	りょうが	名，サ変	凌驾、超过
了解	りょうかい	名，サ変	理解；承诺、应允
諒解	りょうかい	名，サ変	谅解、懂得、理解
領海	りょうかい	名	领海
両替	りょうがえ	名，サ変	兑调、兑换
両側	りょうがわ	名	两侧
猟奇	りょうき	名	猎奇、好奇
両極	りょうきょく	名	南极、北极；阴极、阳极
料金	りょうきん	名	费用、手续费
領空	りょうくう	名	领空
了見	りょうけん	名，サ変	思想、意向、心胸；判断、决定
良好	りょうこう	名，形動	良好
良妻	りょうさい	名	贤妻
漁師	りょうし	名	渔夫
領事	りょうじ	名	领事
良識	りょうしき	名	理智、明智
良質	りょうしつ	名，形動	优质、上等
領主	りょうしゅ	名	领主、元首
領収	りょうしゅう	名，サ変	接受
了承	りょうしょう	名，サ変	了解、承认、同意
陵辱，凌辱	りょうじょく	名，サ変	凌辱、欺负；强奸
両親	りょうしん	名	双亲
良心	りょうしん	名	良心
両性	りょうせい	名	（男女、雌雄）两性；阴性和阳性
両棲	りょうせい	名	两栖
両端	りょうたん	名	两端；首尾
領地	りょうち	名	领地
両手	りょうて	名	左右手
料亭	りょうてい	名	日本是高级饭店
領土	りょうど	名	领土
両方	りょうほう	名	两边、两侧；双方
両面	りょうめん	名	双面、两面；两个方面
良薬	りょうやく	名	良药
療養	りょうよう	名，サ変	疗养
繚乱	りょうらん	副	缭乱
料理	りょうり	名，サ変	菜肴；处理
両立	りょうりつ	名，サ変	两立、并立
旅客	りょかく	名	旅行者
旅館	りょかん	名	旅馆
緑樹	りょくじゅ	名	绿树
緑色	りょくしょく	名	绿色
緑地	りょくち	名	绿地
緑茶	りょくちゃ	名	绿茶
旅券	りょけん	名	护照
旅行	りょこう	名，サ変	旅行者
旅愁	りょしゅう	名	旅愁
旅情	りょじょう	名	旅情、旅愁
旅費	りょひ	名	旅费
離陸	りりく	名，サ変	离陆、起飞
凛々しい	りりしい	形	威风凛凛、英勇、勇敢
履歴	りれき	名	履历、来历
履歴書	りれきしょ	名	履历书
理論	りろん	名	理论
隣家	りんか	名	邻居
臨海	りんかい	名	沿海
臨界	りんかい	名	临界
輪郭	りんかく	名	大概
臨機応変	りんきおうへん	名，形動	随机应变
林業	りんぎょう	名	林业
林檎	りんご	名	苹果
隣国	りんこく	名	邻国、邻邦
臨時	りんじ	名	临时；暂时
隣室	りんしつ	名	隔壁房间
臨終	りんじゅう	名	临终
臨床	りんしょう	名	临床
隣人	りんじん	名	邻居
臨席	りんせき	名，サ変	列席、出席、光临
隣接	りんせつ	名，サ変	临接
輪タク	りんタク	名	拖斗三轮车
輪廻	りんね	名，サ変	轮回
倫理	りんり	名	伦理、道德
林立	りんりつ	名，サ変	林立
凛冽	りんれつ	形動	凛冽
類	るい	名	种类；类型；分类
累加	るいか	名，サ変	累加、累积
類義語	るいぎご	名	近义词
累計	るいけい	名，サ変	累计
類型	るいけい	名	类型；概念化、公式化
類似	るいじ	名，サ変	类似
類推	るいすい	名，サ変	类比、类推
累積	るいせき	名，サ変	累积
類別	るいべつ	名，サ変	分类
累々	るいるい	形動	累累、层叠交织
類例	るいれい	名	相似的例子
流罪	るざい	名	发配、流放
留守	るす	名，サ変	不在家；疏忽、忽略
留守番	るすばん	名	看家、看门
流説	るせつ	名	流言；传说
坩堝	るつぼ	名	坩埚；狂热、欢腾；混杂
流転	るてん	名，サ変	轮回、变迁
流布	るふ	名，サ変	散步、传播流传
瑠璃	るり	名	蓝宝石；琉璃、玻璃
流浪	るろう	名，サ変	流浪、漂泊、流荡、流落
礼	れい	名	礼仪；致礼；感谢；谢礼；返礼
例	れい	名	前例、先例；常例、惯例；与往常一样；例子、事例；知彼此知道的人或事
霊	れい	名	灵魂、精神；魂灵；万物的精气神灵
零	れい	名	零
冷夏	れいか	名	凉夏
零下	れいか	名	零下
例会	れいかい	名	例会
例解	れいかい	名，サ変	举例说明
例外	れいがい	名	例外
冷害	れいがい	名	冻灾、冻害
礼儀	れいぎ	名	礼仪
冷却	れいきゃく	名，サ変	冷却；冷静
礼金	れいきん	名	礼金、酬金
冷遇	れいぐう	名，サ変	冷遇
冷血	れいけつ	名	体温低；无情
冷酷	れいこく	名，形動	冷酷、无情
霊魂	れいこん	名	灵魂
零細	れいさい	名，形動	零碎、零星、少量
礼式	れいしき	名	规矩、礼仪、礼法
冷笑	れいしょう	名，サ変	冷笑
令嬢	れいじょう	名	令嫒、令千金
冷水	れいすい	名	冷水
冷静	れいせい	名，形動	冷静、沉着
礼節	れいせつ	名	礼貌、礼节
冷戦	れいせん	名	冷战
冷然	れいぜん	形動	冰冷；冷淡
礼装	れいそう	名	礼服
冷蔵	れいぞう	名，サ変	冷藏
令息	れいそく	名	令郎、令嗣、公子、您儿子
隷属	れいぞく	名，サ変	隶属
冷淡	れいたん	名，形動	冷淡；不关心
零点	れいてん	名	零分；冰点
零度	れいど	名	零度
冷凍	れいとう	名，サ変	冷冻
例年	れいねん	名	往年；每年
冷罵	れいば	名，サ変	嘲弄、冷嘲、讥骂、谩骂
礼服	れいふく	名	礼服
例文	れいぶん	名	例文
礼砲	れいほう	名	礼炮
礼法	れいほう	名	礼仪、礼节、礼法
冷房	れいぼう	名，サ変	冷气设bei
怜悧	れいり	名，形動	伶俐、聪明
歴史	れきし	名	历史；史学
轢死	れきし	名，サ変	轧死、碾死
歴然	れきぜん	形動	明确、明显、确凿、昭然若揭
歴代	れきだい	名	历代、历届
歴任	れきにん	名，サ変	历任
列	れつ	名	列、队列、队；行列
れっきとした	れっきとした	連体	高贵、像样的、了不起的；确凿、明显
列挙	れっきょ	名，サ変	列举、枚举
列車	れっしゃ	名	列车
列する	れっする	サ変	出席；列入、加入
劣勢	れっせい	名，形動	劣势
列席	れっせき	名，サ変	出席、列席
列島	れっとう	名	列岛、群岛
劣等	れっとう	名	劣等
恋愛	れんあい	名，サ変	恋爱
廉価	れんか	名	价格便宜
恋歌	れんか	名	恋歌、情歌
煉瓦	れんが	名	砖
連歌	れんが	名	连歌
連休	れんきゅう	名	连休
蓮華	れんげ	名	莲花、荷花；紫云英；调羹、小磁勺
連携	れんけい	名，サ変	联合、合作
廉潔	れんけつ	名，形動	清廉、廉洁
連結	れんけつ	名，サ変	联结、连接
連合	れんごう	名，サ変	结合、联合
蓮根	れんこん	名	藕
連鎖	れんさ	名，サ変	连锁、锁链
連座	れんざ	名，サ変	同坐一席；牵连、连坐、株连
連載	れんさい	名，サ変	连载、连续刊载
連日	れんじつ	名	连接几日、连日
練習	れんしゅう	名，サ変	练习
連勝	れんしょう	名，サ変	连胜
連想	れんそう	名，サ変	联想
連続	れんぞく	名，サ変	连续
連帯	れんたい	名，サ変	联合、合作
連中	れんちゅう	名	伙伴、一群人
連動	れんどう	名，サ変	连锁、传动、联动
連覇	れんぱ	名，サ変	连胜、连续取得冠军
連発	れんぱつ	名，サ変	接连发射；接连发生
憐憫	れんびん	名	怜悯、同情、怜惜
恋慕	れんぼ	名，サ変	爱慕、恋慕
連邦	れんぽう	名	联邦
連名	れんめい	名	联名
連盟	れんめい	名	同盟、联合会
